source,source_value,row_count,row_share,scheme,version,mapping_kind,codes,match_type,confidence,notes,source_field,query_text,suggested_kind,suggested_codes,candidate_codes,candidate_titles,candidate_scores,retrieval_score,suggestion_source,review_status
fsq,"[Dining and Drinking > Restaurant > Fast Food Restaurant, Dining and Drinking > Restaurant > Asian Restaurant > Filipino Restaurant]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Restaurant Fast Food Restaurant, Dining and Drinking Restaurant Asian Restaurant Filipino Restaurant",SUBTREE,56102,56102|561|5610|56109|11054,"Fast-food restaurants operations, including quick service restaurant || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Manufacture of bottled drinking water",0.480857|0.239823|0.239823|0.228492|0.225450,0.480857,retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,[Retail > Fashion Retail > Lingerie Store],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Retail Fashion Retail Lingerie Store,,,74101|47|4721|47761|47217,Fashion design activities || Retail Trade || Retail sale of food || Retail sale of pet || Retail sale of salt,0.421817|0.271288|0.259971|0.242569|0.235766,0.421817,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Landmarks and Outdoors > Garden, Landmarks and Outdoors > Historic and Protected Site]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Landmarks and Outdoors Garden, Landmarks and Outdoors Historic and Protected Site",,,4312|43120|9122|91220|912,"Site preparation || Site preparation || Historical site and monument activities || Historical site and monument activities || Museum, collection, historical site and monument activities",0.280381|0.280381|0.274387|0.274387|0.217717,0.280381,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Business and Professional Services > Advertising Agency, Retail > Print Store]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Business and Professional Services Advertising Agency, Retail Print Store",,,73101|941|7310|731|73109,"Activities of advertising agency, except billboard and outdoor advertising activities || Activities of business, employers and professional membership organizations || Advertising activities || Advertising activities || Advertising activities, n.e.c.",0.372342|0.322366|0.314180|0.314180|0.295844,0.372342,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Restaurant > Deli, Retail > Food and Beverage Retail > Cheese Store, Retail > Food and Beverage Retail > Gourmet Store]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Restaurant Deli, Retail Food and Beverage Retail Cheese Store, Retail Food and Beverage Retail Gourmet Store",SUBTREE,56,56|564|56400|5640|4631,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Wholesale of food and beverages,0.555134|0.405038|0.405038|0.405038|0.336662,0.555134,retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,"[Retail > Shopping Plaza, Community and Government > Education > College and University]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Retail Shopping Plaza, Community and Government Education College and University",,,85|Q|84113|64121|84112,"Education || Education || Public administration, local government || Universal banking, including specialized government banking || Public administration, regional government",0.347409|0.347409|0.255040|0.253982|0.252719,0.347409,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Community and Government > Education > College and University > University, Community and Government > Education > College and University > College Arts Building, Community and Government > Education > College and University > College Theater]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Community and Government Education College and University University, Community and Government Education College and University College Arts Building, Community and Government Education College and University College Theater",,,Q|85|64121|84113|84112,"Education || Education || Universal banking, including specialized government banking || Public administration, local government || Public administration, regional government",0.352166|0.352166|0.268997|0.258701|0.255554,0.352166,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Community and Government > Education > College and University > College Engineering Building, Community and Government > Education > College and University, Community and Government > Education > College and University > University]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Community and Government Education College and University College Engineering Building, Community and Government Education College and University, Community and Government Education College and University University",,,Q|85|64121|84113|84112,"Education || Education || Universal banking, including specialized government banking || Public administration, local government || Public administration, regional government",0.352663|0.352663|0.270641|0.259273|0.256104,0.352663,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Financial Service > Loans Agency],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Business and Professional Services Financial Service Loans Agency,,,941|829|64|82990|8299,"Activities of business, employers and professional membership organizations || Business support service activities n.e.c. || Financial Service Activities, except Insurance and Pension Funding || Other business support service activities n.e.c. || Other business support service activities n.e.c.",0.344995|0.288215|0.266354|0.266170|0.266170,0.344995,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Community and Government > Education > College and University, Community and Government > Education]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Community and Government Education College and University, Community and Government Education",,,Q|85|84113|84112|64121,"Education || Education || Public administration, local government || Public administration, regional government || Universal banking, including specialized government banking",0.397417|0.397417|0.298833|0.294679|0.271797,0.397417,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Community and Government > Education > College and University > College Classroom, Community and Government > Education > College and University > College Science Building]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Community and Government Education College and University College Classroom, Community and Government Education College and University College Science Building",,,85|Q|84113|64121|84112,"Education || Education || Public administration, local government || Universal banking, including specialized government banking || Public administration, regional government",0.353291|0.353291|0.258856|0.258464|0.255757,0.353291,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant Latin American Restaurant South American Restaurant Brazilian Restaurant,,,56102|56103|5610|561|56109,"Fast-food restaurants operations, including quick service restaurant || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c.",0.376035|0.198297|0.195367|0.195367|0.184789,0.376035,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Community and Government > Spiritual Center > Shrine, Landmarks and Outdoors > Monument]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Community and Government Spiritual Center Shrine, Landmarks and Outdoors Monument",,,84113|84112|9122|91220|86223,"Public administration, local government || Public administration, regional government || Historical site and monument activities || Historical site and monument activities || Private dialysis center activities",0.216409|0.213372|0.206208|0.206208|0.174596,0.216409,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Breakfast Spot, Dining and Drinking > Restaurant > Asian Restaurant > Filipino Restaurant]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Breakfast Spot, Dining and Drinking Restaurant Asian Restaurant Filipino Restaurant",,,56102|11054|10615|5610|561,"Fast-food restaurants operations, including quick service restaurant || Manufacture of bottled drinking water || Manufacture of cereal breakfast foods || Restaurants and mobile food service activities || Restaurants and mobile food service activities",0.318235|0.258218|0.200451|0.169837|0.169837,0.318235,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Landmarks and Outdoors > Volcano],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Landmarks and Outdoors Volcano,,,73102|73101|9321|93210|262,"Billboard and outdoor advertising activities || Activities of advertising agency, except billboard and outdoor advertising activities || Activities of amusement parks and theme parks || Activities of amusement parks and theme parks || Manufacture of computers and peripheral equipment and accessories",0.185394|0.130889|0.118279|0.118279|0.099562,0.185394,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Bakery, 'Dining and Drinking > Cafe, Coffee, and Tea House', Dining and Drinking > Restaurant]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Bakery, 'Dining and Drinking Cafe, Coffee, and Tea House', Dining and Drinking Restaurant",,,10760|1076|11054|23102|01634,"Processing of coffee and tea || Processing of coffee and tea || Manufacture of bottled drinking water || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles || Preparation of coffee and cocoa beans",0.377051|0.377051|0.320481|0.183125|0.167831,0.377051,retrieval:candidates,REVIEW_CANDIDATES
fsq,"['Dining and Drinking > Cafe, Coffee, and Tea House > Café', Dining and Drinking > Restaurant > Soup Spot, Dining and Drinking > Restaurant > Diner]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Cafe, Coffee, and Tea House Café', Dining and Drinking Restaurant Soup Spot, Dining and Drinking Restaurant Diner",,,1076|10760|11054|56102|23102,"Processing of coffee and tea || Processing of coffee and tea || Manufacture of bottled drinking water || Fast-food restaurants operations, including quick service restaurant || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles",0.348517|0.348517|0.289948|0.232730|0.166126,0.348517,retrieval:candidates,REVIEW_CANDIDATES
